CLIENTNUM,Attrition_Numeric,Customer_Age,Credit_Limit,Total_Revolving_Bal,Total_Trans_Amt,Avg_Utilization_Ratio,Gender_Encoded,Dependent_count,Education_Level_sorted,Marital_Status_sorted,Income_Category_sorted,Card_Category_sorted,Months_on_book,Total_Relationship_Count,Months_Inactive_12_mon,Contacts_Count_12_mon,naive_cls1,naive_cls2
713985183,0,46,2799.0,2412,4634,0.862,1,5,Graduate,Single,0K - 40K,Blue,38,4,5,2,0.00020741,0.99979
817240833,0,51,4970.0,1591,5023,0.32,1,2,Graduate,Single,0K - 40K,Blue,36,4,3,1,0.00010848,0.99989
714914583,0,40,3751.0,1521,1060,0.405,1,4,Graduate,Single,0K - 40K,Blue,27,6,2,3,0.00020077,0.9998
709208808,0,50,2178.0,1731,4275,0.795,1,1,Uneducated,Married,0K - 40K,Blue,36,5,2,1,6.6245e-05,0.99993
754654383,0,30,2997.0,1393,1577,0.465,0,2,High School,Married,0K - 40K,Blue,23,4,2,0,4.0816e-05,0.99996
721265883,0,26,2174.0,1514,2510,0.696,0,1,Graduate,Single,0K - 40K,Blue,13,3,3,2,0.00016883,0.99983
711122958,1,41,1764.0,0,2105,0.0,1,3,Graduate,Single,0K - 40K,Blue,33,5,3,3,0.99683,0.00317458
717591483,0,52,3416.0,2044,1924,0.598,1,3,Graduate,Single,0K - 40K,Blue,44,4,1,3,9.6126e-05,0.9999
717670758,0,30,5030.0,1327,2523,0.264,1,1,Graduate,Single,0K - 40K,Blue,20,5,2,3,0.00017969,0.99982
711772008,1,35,1890.0,666,1483,0.352,1,3,Graduate,Single,0K - 40K,Blue,22,1,2,1,0.98616,0.01384
708595158,0,27,1677.0,1598,2389,0.953,1,0,Graduate,Single,0K - 40K,Blue,36,6,1,2,4.7263e-05,0.99995
712953483,1,64,1682.0,0,1811,0.0,1,0,Graduate,Single,0K - 40K,Blue,36,1,3,4,0.99775,0.00225216
819129858,0,46,4745.0,1270,1519,0.268,1,2,Graduate,Single,0K - 40K,Blue,41,5,3,0,6.6354e-05,0.99993
718388733,0,38,2609.0,1259,8677,0.483,1,1,College,Married,0K - 40K,Blue,32,2,3,3,0.00027607,0.99972
718282983,0,60,3076.0,2257,4522,0.734,0,0,College,Married,0K - 40K,Blue,47,6,3,3,0.00025239,0.99975
717050883,0,60,2688.0,1617,4183,0.602,1,1,High School,Single,0K - 40K,Blue,36,5,2,2,0.00010386,0.9999
716292033,0,37,1438.3,0,4815,0.0,1,4,High School,Single,0K - 40K,Blue,36,6,2,3,0.00019517,0.9998
708134283,0,35,3131.0,629,1483,0.201,0,2,Uneducated,Married,0K - 40K,Blue,36,4,3,3,0.00031104,0.99969
778810083,0,45,4210.0,0,4175,0.0,1,3,Graduate,Single,0K - 40K,Blue,35,4,3,3,0.0003139,0.99969
717978033,0,36,5257.0,1572,2822,0.299,1,1,High School,Single,0K - 40K,Blue,36,5,3,4,0.00047086,0.99953
712912233,0,50,3468.0,2221,14222,0.64,1,0,Post-Graduate,Divorced,0K - 40K,Blue,36,3,4,1,0.00013237,0.99987
712807758,1,47,1438.3,0,2476,0.0,1,3,Graduate,Single,0K - 40K,Blue,39,3,3,3,0.99683,0.00317458
772118583,0,43,2667.0,1590,4596,0.596,1,1,Uneducated,Married,0K - 40K,Blue,32,6,2,2,0.00010985,0.99989
716107158,1,32,3983.0,431,3098,0.108,1,0,Graduate,Single,0K - 40K,Blue,20,5,1,5,0.99576,0.00424232
715372083,0,37,2684.0,0,4796,0.0,1,1,Graduate,Single,0K - 40K,Blue,36,3,3,3,0.00028395,0.99972
713370033,1,53,1438.3,0,2014,0.0,1,0,Graduate,Single,0K - 40K,Blue,40,4,1,4,0.99268,0.00732
712643358,0,59,2833.0,1609,1335,0.568,1,0,High School,Married,0K - 40K,Blue,49,6,2,4,0.00027243,0.99973
717292758,0,55,6347.0,0,1161,0.0,1,2,Graduate,Single,0K - 40K,Blue,47,5,3,2,0.00017987,0.99982
793616883,0,39,1438.3,668,5205,0.464,1,5,Graduate,Single,0K - 40K,Blue,33,5,2,2,0.00011751,0.99988
712869783,0,56,4255.0,0,4606,0.0,1,3,Graduate,Single,0K - 40K,Blue,36,5,5,2,0.00020847,0.99979
714621183,0,39,2650.0,1646,4512,0.621,1,3,Graduate,Single,0K - 40K,Blue,36,4,3,4,0.00053543,0.99946
709495833,1,44,1438.3,0,1944,0.0,1,2,Graduate,Single,0K - 40K,Blue,36,5,2,4,0.99695,0.00305189
710904708,0,56,5319.0,921,15048,0.173,1,1,High School,Married,0K - 40K,Blue,43,3,1,1,3.0307e-05,0.99997
794649858,0,58,2210.0,1624,1287,0.735,1,1,Uneducated,Married,0K - 40K,Blue,39,3,3,3,0.00029196,0.99971
720540708,0,53,2773.0,1507,1197,0.543,1,3,Uneducated,Married,0K - 40K,Blue,42,3,2,4,0.00034841,0.99965
718096608,0,44,6882.0,1930,13836,0.28,1,4,High School,Single,0K - 40K,Blue,30,1,2,3,0.00019517,0.9998
810040908,0,42,3787.0,824,16220,0.218,1,3,High School,Single,0K - 40K,Blue,37,1,3,1,0.00010943,0.99989
715970133,0,33,9857.0,0,3448,0.0,1,4,College,Divorced,0K - 40K,Blue,24,6,2,2,0.00011605,0.99988
713029683,0,64,1873.0,468,4738,0.25,0,0,Graduate,Single,0K - 40K,Blue,36,5,4,1,0.0001125,0.99989
771816408,0,44,9671.0,704,2955,0.073,1,4,Uneducated,Married,0K - 40K,Blue,33,5,4,2,0.0002344,0.99977
714657108,0,37,6660.0,1362,2660,0.205,1,2,Uneducated,Married,0K - 40K,Blue,28,5,2,4,0.00033577,0.99966
715822008,0,32,3568.0,2175,1913,0.61,0,1,High School,Married,0K - 40K,Blue,14,4,2,2,0.00010386,0.9999
708082083,0,45,3544.0,1661,15149,0.469,1,3,High School,Married,0K - 40K,Blue,36,4,3,3,0.00030516,0.99969
709886583,0,37,7411.0,633,2761,0.085,1,2,High School,Single,0K - 40K,Blue,28,5,2,1,6.6728e-05,0.99993
710541858,0,45,7717.0,1430,1248,0.185,0,3,High School,Married,0K - 40K,Blue,33,6,5,0,7.4762e-05,0.99993
779859558,1,54,2452.0,1012,2398,0.413,1,3,High School,Married,0K - 40K,Blue,38,2,2,4,0.99697,0.00302546
709972908,0,38,9874.0,1059,4369,0.107,1,2,Graduate,Single,0K - 40K,Blue,25,5,1,2,5.5077e-05,0.99994
720372483,0,60,4147.0,2262,14624,0.545,1,0,High School,Married,0K - 40K,Blue,36,1,1,3,7.7279e-05,0.99992
788519958,0,57,1438.3,876,4815,0.609,1,2,Graduate,Single,0K - 40K,Blue,50,6,5,2,0.0002009,0.9998
711343233,0,53,1438.3,1183,4551,0.822,1,3,Uneducated,Married,0K - 40K,Blue,36,3,1,3,9.8837e-05,0.9999
809445858,0,38,1755.0,750,5000,0.427,1,0,Graduate,Single,0K - 40K,Blue,32,6,3,3,0.0002596,0.99974
721221783,0,62,5844.0,2013,3546,0.344,0,2,Graduate,Single,0K - 40K,Blue,48,6,3,2,0.00017987,0.99982
713287608,0,54,3161.0,1220,2412,0.386,1,3,High School,Married,0K - 40K,Blue,41,5,4,4,0.00062901,0.99937
818930808,0,36,2754.0,1798,3937,0.653,1,2,Uneducated,Married,0K - 40K,Blue,31,3,2,1,7.0576e-05,0.99993
716632758,0,49,2802.0,2363,1295,0.843,1,3,Graduate,Single,0K - 40K,Blue,36,2,2,0,4.3568e-05,0.99996
717284133,0,53,3472.0,2517,4520,0.725,1,1,High School,Married,0K - 40K,Blue,41,1,2,3,0.00017468,0.99983
708952758,0,41,2066.0,1542,4887,0.746,1,3,College,Married,0K - 40K,Blue,35,2,1,2,5.5564e-05,0.99994
815500983,0,59,2890.0,2001,1860,0.692,1,1,Uneducated,Married,0K - 40K,Blue,54,5,3,0,6.4038e-05,0.99994
719074308,0,37,1438.3,687,4621,0.478,1,3,College,Married,0K - 40K,Blue,27,4,2,0,4.2358e-05,0.99996
713522058,0,39,1978.0,871,4299,0.44,1,0,College,Married,0K - 40K,Blue,30,3,2,3,0.00015971,0.99984
758202858,0,47,4255.0,1681,3453,0.395,1,3,High School,Married,0K - 40K,Blue,40,4,2,4,0.00032942,0.99967
779296908,0,46,1438.3,576,5098,0.4,1,3,Graduate,Single,0K - 40K,Blue,28,5,3,3,0.0003139,0.99969
713555133,1,56,1667.0,595,2424,0.357,1,3,High School,Married,0K - 40K,Blue,44,4,3,2,0.99452,0.00548
772457583,0,47,4254.0,1204,5385,0.283,1,2,Doctorate,Single,0K - 40K,Blue,37,3,0,1,1.7785e-05,0.99998
715497558,1,44,3052.0,0,2598,0.0,1,1,College,Married,0K - 40K,Blue,36,6,3,3,0.99639,0.00360825
713750583,0,55,1928.0,1125,2190,0.584,1,1,College,Married,0K - 40K,Blue,36,4,2,4,0.00029801,0.9997
779601783,0,42,3476.0,700,4364,0.201,1,5,College,Married,0K - 40K,Blue,31,3,1,2,5.5282e-05,0.99994
709022883,0,44,1438.3,0,4257,0.0,1,4,College,Married,0K - 40K,Blue,36,6,3,2,0.0001834,0.99982
714695883,0,45,2699.0,1583,4071,0.587,1,5,Uneducated,Married,0K - 40K,Blue,36,1,2,3,0.00020321,0.9998
778698408,0,37,2930.0,2024,1686,0.691,1,4,Uneducated,Married,0K - 40K,Blue,18,5,1,2,5.9391e-05,0.99994
714083208,0,47,1585.0,1304,4656,0.823,1,3,College,Married,0K - 40K,Blue,38,5,2,2,0.00011483,0.99989
772364358,0,54,2691.0,811,4413,0.301,1,2,High School,Married,0K - 40K,Blue,44,1,1,1,3.2288e-05,0.99997
716174433,0,65,2888.0,1134,2489,0.393,1,1,College,Married,0K - 40K,Blue,54,3,3,3,0.00027607,0.99972
720988083,0,45,1438.3,1080,4425,0.751,1,1,Uneducated,Married,0K - 40K,Blue,35,3,3,2,0.0001736,0.99983
719446833,0,58,2799.0,1532,4214,0.547,1,1,High School,Married,0K - 40K,Blue,46,4,1,3,8.453e-05,0.99992
818770008,0,49,8256.0,864,1291,0.105,1,5,Graduate,Single,0K - 40K,Blue,44,6,1,2,5.6861e-05,0.99994
771071958,0,41,7768.0,1669,1051,0.215,1,3,Graduate,Single,0K - 40K,Blue,28,6,1,2,5.7151e-05,0.99994
714533058,0,53,1438.3,721,4606,0.501,1,3,College,Married,0K - 40K,Blue,43,4,2,3,0.00019313,0.99981
820920408,0,53,3685.0,0,4012,0.0,1,2,Graduate,Single,0K - 40K,Blue,48,3,2,2,0.00011382,0.99989
804595158,0,44,7000.0,2517,1112,0.36,1,4,Graduate,Single,0K - 40K,Blue,36,6,4,2,0.00022797,0.99977
720633558,0,37,3727.0,995,14786,0.267,1,3,Graduate,Divorced,0K - 40K,Blue,24,3,3,4,0.00053543,0.99946
714492783,1,46,1438.3,0,1517,0.0,1,4,Uneducated,Married,0K - 40K,Blue,36,3,3,3,0.99694,0.00305523
767574108,0,49,1438.3,786,4094,0.546,1,1,College,Married,0K - 40K,Blue,43,4,3,2,0.00016415,0.99984
711294258,0,43,2642.0,2377,4780,0.9,1,1,Graduate,Single,0K - 40K,Blue,38,3,3,3,0.00028395,0.99972
721004133,0,38,1438.3,538,4093,0.374,1,2,Graduate,Single,0K - 40K,Blue,25,6,2,2,0.00011382,0.99989
712804383,0,56,2143.0,1194,4684,0.557,1,0,College,Married,0K - 40K,Blue,38,1,1,2,4.595e-05,0.99995
709265208,0,47,1438.3,780,4422,0.542,1,4,Graduate,Single,0K - 40K,Blue,37,4,3,2,0.00018864,0.99981
721349883,0,51,2847.0,2082,3672,0.731,1,4,Graduate,Single,0K - 40K,Blue,39,3,2,1,7.1987e-05,0.99993
770241333,0,49,2228.0,1003,2104,0.45,1,4,Graduate,Divorced,0K - 40K,Blue,43,3,1,4,0.00016574,0.99983
827451333,1,54,2247.0,0,2615,0.0,1,2,Uneducated,Married,0K - 40K,Blue,50,3,6,3,0.99594,0.00405509
720570333,0,48,1912.0,1163,4786,0.608,1,3,College,Married,0K - 40K,Blue,36,5,3,0,6.6941e-05,0.99993
713032233,0,53,2708.0,2271,4812,0.839,1,2,Graduate,Single,0K - 40K,Blue,36,5,1,4,0.00015804,0.99984
717891558,0,49,3298.0,2200,1052,0.667,1,4,Graduate,Married,0K - 40K,Blue,36,6,4,2,0.00022797,0.99977
713610933,0,40,2708.0,0,4277,0.0,1,2,Uneducated,Married,0K - 40K,Blue,26,3,2,1,7.0576e-05,0.99993
789322833,1,48,8025.0,0,673,0.0,1,5,High School,Married,0K - 40K,Blue,38,1,3,3,0.99672,0.00328187
709362033,1,52,1471.0,0,2253,0.0,1,1,Graduate,Married,0K - 40K,Blue,42,1,5,3,0.99686,0.00314223
735825258,0,39,4423.0,1643,15467,0.371,0,2,High School,Single,0K - 40K,Blue,32,4,1,4,0.00015363,0.99985
713366583,0,63,3055.0,1685,1405,0.552,1,1,High School,Married,0K - 40K,Blue,56,6,1,3,8.453e-05,0.99992
778378983,1,54,2939.0,2152,2476,0.732,1,1,Graduate,Single,0K - 40K,Blue,34,5,2,2,0.99073,0.00927
710912733,0,44,1953.0,1762,4590,0.902,1,1,Uneducated,Married,0K - 40K,Blue,36,3,2,4,0.00031517,0.99968
752944533,0,45,2030.0,1269,5067,0.625,1,5,High School,Married,0K - 40K,Blue,34,4,1,2,5.5277e-05,0.99994
715182108,0,51,3025.0,1912,4626,0.632,1,3,High School,Married,0K - 40K,Blue,35,6,1,3,9.3448e-05,0.99991
713804883,1,46,1836.0,0,1799,0.0,1,4,Post-Graduate,Single,0K - 40K,Blue,37,3,2,2,0.99293,0.00707
773073558,0,44,1467.0,896,1731,0.611,1,3,Graduate,Divorced,0K - 40K,Blue,36,6,3,3,0.0003139,0.99969
716691783,0,46,6218.0,2517,7689,0.405,1,3,High School,Single,0K - 40K,Blue,36,2,2,3,0.00019311,0.99981
711033408,0,50,9355.0,1626,1230,0.174,1,2,High School,Married,0K - 40K,Blue,36,5,1,2,5.3542e-05,0.99995
712815858,0,57,5330.0,0,3525,0.0,1,1,High School,Single,0K - 40K,Blue,45,5,2,4,0.00029799,0.9997
710538183,0,53,1529.0,563,4220,0.368,1,3,Graduate,Divorced,0K - 40K,Blue,42,3,2,4,0.00033886,0.99966
719363283,0,59,1438.3,0,1904,0.0,1,0,Doctorate,Single,0K - 40K,Blue,36,3,1,2,6.8395e-05,0.99993
714620358,1,37,3328.0,2517,2196,0.756,1,2,Graduate,Divorced,0K - 40K,Blue,30,3,3,4,0.99807,0.00193323
780360558,0,33,1507.0,0,4698,0.0,1,1,Graduate,Married,0K - 40K,Blue,20,2,2,2,0.00010684,0.99989
787348608,0,70,3252.0,1495,1227,0.46,0,0,High School,Married,0K - 40K,Blue,56,3,2,3,0.0001597,0.99984
711402333,0,47,3235.0,797,1493,0.246,0,2,Doctorate,Single,0K - 40K,Blue,37,2,1,3,0.00013405,0.99987
780613758,0,47,4165.0,0,17093,0.0,0,5,High School,Single,0K - 40K,Blue,35,4,3,5,0.00089586,0.9991
709388058,0,43,2005.0,1263,4906,0.63,1,4,Graduate,Single,0K - 40K,Blue,34,2,3,2,0.00018864,0.99981
788552658,0,46,2479.0,1759,4562,0.71,1,4,Uneducated,Married,0K - 40K,Blue,30,3,3,1,0.00011697,0.99988
715958583,0,56,2041.0,1158,3588,0.567,1,2,High School,Married,0K - 40K,Blue,43,1,2,2,0.00011065,0.99989
715452408,0,37,1734.0,987,4727,0.569,1,2,Graduate,Divorced,0K - 40K,Blue,36,4,3,3,0.00030251,0.9997
720476733,0,47,6028.0,799,1002,0.133,1,3,High School,Married,0K - 40K,Blue,34,2,1,2,5.5559e-05,0.99994
709824633,0,44,1552.0,1375,5064,0.886,1,4,High School,Single,0K - 40K,Blue,35,2,5,3,0.00034447,0.99966
708868233,1,68,1438.3,900,760,0.626,0,0,High School,Married,0K - 40K,Blue,52,1,3,2,0.99338,0.00662
773373108,0,49,2826.0,2070,1025,0.732,1,4,High School,Married,0K - 40K,Blue,43,4,2,0,4.2806e-05,0.99996
716310633,0,59,2759.0,2481,5037,0.899,1,1,Post-Graduate,Single,0K - 40K,Blue,36,6,2,2,0.00012571,0.99987
716753058,0,38,2699.0,564,4813,0.209,1,3,Graduate,Single,0K - 40K,Blue,28,6,2,2,0.00011811,0.99988
709485033,0,55,2358.0,1152,1737,0.489,1,2,High School,Married,0K - 40K,Blue,36,4,3,3,0.00029408,0.99971
719539458,0,46,3913.0,0,5170,0.0,1,3,Graduate,Single,0K - 40K,Blue,41,5,3,3,0.0003139,0.99969
717121758,0,58,3008.0,2517,4627,0.837,1,0,Graduate,Single,0K - 40K,Blue,36,5,3,1,9.3087e-05,0.99991
717755058,0,41,2687.0,1317,4096,0.49,1,4,Doctorate,Single,0K - 40K,Blue,36,4,3,4,0.00078294,0.99922
798041508,1,50,3201.0,2517,1880,0.786,1,4,Graduate,Single,0K - 40K,Blue,44,2,3,2,0.99473,0.00527
798481383,1,40,2694.0,0,2684,0.0,1,3,Uneducated,Married,0K - 40K,Blue,34,5,1,2,0.98327,0.01673
709858533,0,29,2462.0,2021,2320,0.821,0,2,Graduate,Divorced,0K - 40K,Blue,20,4,1,2,5.5077e-05,0.99994
714181008,0,35,3019.0,1462,4509,0.484,1,0,Graduate,Married,0K - 40K,Blue,36,1,2,2,9.7673e-05,0.9999
717139608,0,50,3462.0,1817,4635,0.525,1,2,College,Divorced,0K - 40K,Blue,36,3,2,3,0.00018612,0.99981
711967158,0,35,2211.0,1370,4359,0.62,1,3,Graduate,Single,0K - 40K,Blue,23,6,3,1,0.00011256,0.99989
788741733,0,53,7832.0,1784,14614,0.228,1,1,Graduate,Married,0K - 40K,Blue,32,4,2,3,0.00017969,0.99982
711326583,0,62,3989.0,0,4274,0.0,1,0,High School,Single,0K - 40K,Blue,50,3,3,3,0.00025237,0.99975
793952133,0,32,2778.0,2312,1680,0.832,1,0,High School,Married,0K - 40K,Blue,26,6,2,3,0.0001597,0.99984
802795608,0,54,1517.0,556,4981,0.367,1,2,High School,Single,0K - 40K,Blue,48,1,3,2,0.00017486,0.99983
805485933,0,45,4010.0,2517,14354,0.628,1,3,Graduate,Married,0K - 40K,Blue,40,2,1,3,9.6126e-05,0.9999
799731033,0,34,1438.3,0,3044,0.0,1,2,Doctorate,Single,0K - 40K,Blue,28,3,3,2,0.00026028,0.99974
718297683,1,59,4085.0,0,7597,0.0,1,1,High School,Single,0K - 40K,Blue,50,1,0,3,0.96902,0.03098
714230808,0,36,2466.0,1750,5005,0.71,1,4,College,Married,0K - 40K,Blue,36,6,4,1,0.00013367,0.99987
713788083,1,28,1624.0,0,1897,0.0,1,1,Graduate,Single,0K - 40K,Blue,36,4,2,5,0.99812,0.00188108
711176133,0,28,2295.0,1015,3366,0.442,0,0,High School,Single,0K - 40K,Blue,36,6,3,4,0.00043049,0.99957
710795883,0,33,2042.0,1864,2758,0.913,1,3,Uneducated,Married,0K - 40K,Blue,16,6,1,4,0.00016861,0.99983
717657333,0,43,7584.0,1834,4783,0.242,1,3,Graduate,Single,0K - 40K,Blue,36,1,3,3,0.0003139,0.99969
720688158,0,37,2282.0,0,2751,0.0,1,3,High School,Single,0K - 40K,Blue,25,3,2,4,0.00032942,0.99967
785285883,1,49,1675.0,0,2622,0.0,1,3,Graduate,Single,0K - 40K,Blue,43,6,3,4,0.99814,0.00186317
710955633,0,54,9256.0,1999,1446,0.216,1,3,Doctorate,Single,0K - 40K,Blue,42,6,1,0,3.0508e-05,0.99997
715999608,0,53,2377.0,1649,1378,0.694,1,2,High School,Married,0K - 40K,Blue,36,4,1,2,5.3542e-05,0.99995
712300683,0,41,1438.3,0,4897,0.0,1,1,Graduate,Single,0K - 40K,Blue,32,2,2,1,6.4428e-05,0.99994
712950783,1,48,2732.0,0,739,0.0,1,4,Uneducated,Married,0K - 40K,Blue,38,3,2,3,0.99518,0.00481999
771566208,0,48,8795.0,1318,4681,0.15,0,3,College,Married,0K - 40K,Blue,36,3,1,2,5.5564e-05,0.99994
708447858,0,59,3850.0,0,15107,0.0,1,2,Uneducated,Married,0K - 40K,Blue,36,6,3,2,0.00018494,0.99982
827901183,0,51,5118.0,980,14593,0.191,1,2,Graduate,Married,0K - 40K,Blue,47,2,2,1,6.864e-05,0.99993
714770808,0,59,4328.0,670,1580,0.155,0,2,High School,Married,0K - 40K,Blue,42,3,3,5,0.00086777,0.99913
789300408,0,41,1614.0,700,4293,0.434,0,4,High School,Married,0K - 40K,Blue,30,3,2,2,0.00011604,0.99988
711583458,0,48,1438.3,0,4913,0.0,1,2,College,Married,0K - 40K,Blue,36,4,3,1,0.00010546,0.99989
712774008,0,59,3939.0,2517,1489,0.639,0,0,Uneducated,Married,0K - 40K,Blue,46,6,1,2,4.8595e-05,0.99995
711675108,0,43,4075.0,2189,3956,0.537,1,3,Graduate,Single,0K - 40K,Blue,30,3,3,1,0.00011256,0.99989
755467683,1,48,3001.0,482,2403,0.161,1,1,Graduate,Single,0K - 40K,Blue,41,6,2,4,0.99675,0.00325077
712184133,0,41,2178.0,1408,5089,0.646,1,5,Graduate,Married,0K - 40K,Blue,24,2,3,3,0.00031231,0.99969
778360608,0,42,2403.0,1105,4186,0.46,1,1,College,Divorced,0K - 40K,Blue,22,5,3,2,0.00016415,0.99984
828294933,1,49,2951.0,2437,2519,0.826,1,3,High School,Married,0K - 40K,Blue,45,3,2,3,0.99485,0.00515
721238508,0,38,1939.0,1484,4790,0.765,1,3,High School,Single,0K - 40K,Blue,26,3,3,3,0.00030516,0.99969
825368658,0,40,2932.0,1664,4795,0.568,1,4,High School,Single,0K - 40K,Blue,36,5,5,3,0.00034447,0.99966
720294258,0,40,2558.0,0,4635,0.0,1,4,Graduate,Single,0K - 40K,Blue,30,4,2,2,0.00011937,0.99988
709081683,0,65,4599.0,1438,4208,0.313,0,1,High School,Single,0K - 40K,Blue,54,3,1,3,8.453e-05,0.99992
716403633,0,60,3426.0,1650,4467,0.482,1,0,College,Divorced,0K - 40K,Blue,50,5,3,2,0.00015007,0.99985
709159308,0,42,6172.0,1212,16622,0.196,1,4,High School,Single,0K - 40K,Blue,30,3,1,3,9.4447e-05,0.99991
713845083,1,41,4203.0,2517,1489,0.599,1,4,High School,Single,0K - 40K,Blue,36,6,2,3,0.9949,0.0051
712285908,0,60,2481.0,1925,5228,0.776,1,1,High School,Single,0K - 40K,Blue,49,5,4,1,0.00011962,0.99988
789047208,0,57,2454.0,1610,4983,0.656,1,2,High School,Single,0K - 40K,Blue,45,4,1,3,9.0056e-05,0.99991
716977758,1,44,3675.0,2517,1913,0.685,1,3,Uneducated,Married,0K - 40K,Blue,36,2,3,1,0.99143,0.00857
714789033,1,54,3173.0,2517,2763,0.793,1,1,Graduate,Married,0K - 40K,Blue,50,3,3,3,0.99649,0.00350838
758617233,0,56,4132.0,1559,14781,0.377,1,5,Doctorate,Single,0K - 40K,Blue,49,3,3,2,0.00026871,0.99973
825811158,0,51,3069.0,2517,4512,0.82,1,2,High School,Single,0K - 40K,Blue,47,5,2,3,0.0001861,0.99981
712753758,0,57,2442.0,1699,4313,0.696,1,1,High School,Single,0K - 40K,Blue,41,4,4,3,0.00033359,0.99967
781143933,0,43,2313.0,1325,5006,0.573,1,3,High School,Single,0K - 40K,Blue,36,5,3,3,0.00030516,0.99969
719098308,1,56,2423.0,268,2516,0.111,1,2,High School,Single,0K - 40K,Blue,42,5,4,2,0.99529,0.00470886
714451833,0,45,1438.3,0,1431,0.0,1,1,Doctorate,Single,0K - 40K,Blue,36,6,2,2,0.0001546,0.99985
712864683,1,42,1438.3,0,1693,0.0,1,3,Doctorate,Single,0K - 40K,Blue,30,2,3,3,0.9978,0.00219584
713025558,1,53,1438.3,0,1935,0.0,1,5,Doctorate,Single,0K - 40K,Blue,38,3,2,3,0.99652,0.00348354
721207908,0,47,1493.0,0,4655,0.0,1,5,High School,Single,0K - 40K,Blue,37,5,2,3,0.00019213,0.99981
715910883,0,48,4170.0,1384,4532,0.332,1,1,High School,Married,0K - 40K,Blue,40,5,4,3,0.00033359,0.99967
719305608,1,57,2347.0,1900,2447,0.81,1,3,High School,Single,0K - 40K,Blue,36,4,3,3,0.99673,0.00326528
789491058,0,43,1620.0,0,4570,0.0,1,4,Graduate,Married,0K - 40K,Blue,34,2,3,1,0.00011377,0.99989
780073158,0,59,3790.0,1149,4455,0.303,0,0,High School,Single,0K - 40K,Blue,44,2,1,1,2.7707e-05,0.99997
713082708,0,41,4953.0,991,4183,0.2,1,2,High School,Married,0K - 40K,Blue,36,6,2,2,0.00011065,0.99989
715964058,0,39,1862.0,726,5105,0.39,1,1,High School,Single,0K - 40K,Blue,31,5,2,1,6.2633e-05,0.99994
709121283,0,54,1556.0,1278,1615,0.821,0,3,Uneducated,Married,0K - 40K,Blue,36,3,3,2,0.00019191,0.99981
710785383,1,49,2212.0,0,2394,0.0,1,2,Graduate,Married,0K - 40K,Blue,39,3,3,1,0.99087,0.00913
789373683,0,45,1438.3,834,4976,0.58,1,3,Graduate,Married,0K - 40K,Blue,35,1,2,2,0.00011811,0.99988
719028783,0,42,3422.0,0,4486,0.0,1,1,Graduate,Married,0K - 40K,Blue,29,2,3,3,0.00028395,0.99972
712104333,0,57,9149.0,1254,14401,0.137,1,2,Doctorate,Single,0K - 40K,Blue,44,2,2,3,0.00027701,0.99972
711379083,0,60,2758.0,1429,5124,0.518,1,0,Doctorate,Single,0K - 40K,Blue,42,5,3,3,0.00037564,0.99962
714766383,0,42,2171.0,1415,4992,0.652,0,3,High School,Single,0K - 40K,Blue,24,4,3,2,0.00018145,0.99982
717556758,0,52,3029.0,2267,14934,0.748,1,2,High School,Single,0K - 40K,Blue,36,1,2,3,0.0001861,0.99981
804337233,0,45,1502.0,0,4890,0.0,1,4,High School,Single,0K - 40K,Blue,35,3,2,2,0.00011604,0.99988
717489033,1,27,1438.3,0,2641,0.0,1,0,High School,Single,0K - 40K,Blue,18,6,1,4,0.99247,0.00753
817970208,0,45,2705.0,1334,4501,0.493,0,1,Uneducated,Divorced,0K - 40K,Blue,40,4,3,2,0.0001736,0.99983
780727833,0,51,3229.0,2517,4526,0.779,1,3,High School,Single,0K - 40K,Blue,41,1,4,3,0.00036878,0.99963
779638983,0,47,2124.0,1573,4592,0.741,1,4,Graduate,Married,0K - 40K,Blue,30,2,3,3,0.00031726,0.99968
801977733,0,40,2395.0,1437,4481,0.6,1,2,High School,Single,0K - 40K,Blue,34,4,2,2,0.00011065,0.99989
784827108,0,39,2292.0,1839,4043,0.802,1,1,High School,Single,0K - 40K,Blue,33,6,3,2,0.00016413,0.99984
785038908,0,43,6380.0,1160,17119,0.182,1,0,Graduate,Married,0K - 40K,Blue,37,3,1,4,0.00013562,0.99986
712960308,0,33,8070.0,2350,2117,0.291,1,2,High School,Single,0K - 40K,Blue,36,4,1,1,3.2288e-05,0.99997
818993508,0,52,2577.0,879,5021,0.341,1,3,Graduate,Married,0K - 40K,Blue,47,4,4,2,0.00022556,0.99977
714315858,0,56,4008.0,1650,5429,0.412,1,3,High School,Married,0K - 40K,Blue,37,6,1,3,9.3448e-05,0.99991
781183233,0,44,2085.0,1528,3805,0.733,1,3,High School,Single,0K - 40K,Blue,25,2,1,1,3.3505e-05,0.99997
719048133,0,52,5456.0,0,3470,0.0,1,2,Uneducated,Married,0K - 40K,Blue,42,6,3,0,6.8225e-05,0.99993
713723433,0,52,5721.0,0,4188,0.0,1,4,High School,Single,0K - 40K,Blue,44,1,1,3,9.4447e-05,0.99991
716365233,0,53,1665.0,964,4881,0.579,1,1,College,Married,0K - 40K,Blue,36,1,3,3,0.00027607,0.99972
719941533,0,32,5497.0,1735,16266,0.316,1,1,Graduate,Married,0K - 40K,Blue,20,3,1,4,0.00014834,0.99985
