Attrition_Numeric,Customer_Age_zScore,Credit_Limit_SqR,Total_Revolving_Bal_divMedian,Total_Trans_Amt_log,Avg_Utilization_Ratio_divMedian,Gender,Dependent_count,Education_Level_sorted,Marital_Status_sorted,Income_Category_sorted,Card_Category_sorted,Months_on_book,Total_Relationship_Count,Months_Inactive_12_mon,Contacts_Count_12_mon
0,-0.290149570983174,13695.5,0.4600313479623824,7.959275960116396,0.1193181818181818,M,3,Post-Graduate,Married,120K +,Blue,35,3,4,1
0,0.5830583652268125,5153.0,1.1183385579937304,7.283448228756631,0.7840909090909092,M,2,Graduate,Married,120K +,Blue,42,4,1,4
0,0.8325463470010944,1693.0,1.554858934169279,7.183870715062453,3.3295454545454546,M,2,Graduate,Married,120K +,Blue,49,6,2,3
1,0.4583143743396716,8040.5,0.3855799373040752,8.716044050161402,0.1761363636363636,M,2,Graduate,Married,120K +,Blue,36,6,2,2
0,0.4583143743396716,8687.0,1.9725705329153604,9.646851848489671,0.8238636363636364,M,4,Post-Graduate,Married,120K +,Blue,36,4,1,3
0,0.4583143743396716,17258.0,1.4663009404388714,8.307459327011946,0.3068181818181818,M,2,Uneducated,Married,120K +,Blue,40,3,1,1
1,-0.6643815436445969,17258.0,0.0,8.631057447565285,0.0,M,3,Uneducated,Married,120K +,Blue,36,1,2,3
0,1.2067783196625173,3617.0,1.6105015673981191,8.527341522468053,1.6136363636363635,M,3,Graduate,Married,120K +,Blue,46,2,1,2
0,0.5830583652268125,17258.0,1.921630094043887,8.869398159883518,0.4034090909090909,M,1,Graduate,Married,120K +,Blue,39,2,3,2
0,0.5830583652268125,17258.0,0.0,8.255048902752295,0.0,M,3,Uneducated,Married,120K +,Blue,40,3,5,3
0,0.8325463470010944,3191.5,1.1849529780564263,8.514188682395938,1.3465909090909092,M,4,Graduate,Married,120K +,Blue,40,1,1,3
0,-0.1654055800960331,8226.5,1.3009404388714734,9.599811590329995,0.5738636363636365,M,2,Graduate,Married,120K +,Blue,41,4,3,1
0,0.5830583652268125,5800.0,0.5783699059561128,8.15708378502887,0.3636363636363636,M,3,Doctorate,Married,120K +,Blue,42,4,1,2
0,0.4583143743396716,17258.0,1.9725705329153604,8.998013113095823,0.4147727272727273,M,1,Doctorate,Married,120K +,Blue,39,2,3,2
0,-0.4148935618703149,5350.0,1.054858934169279,8.307459327011946,0.7159090909090909,M,2,Post-Graduate,Married,120K +,Blue,36,3,3,2
0,1.0820343287753762,7469.0,0.0,7.033506484287697,0.0,M,2,Graduate,Married,120K +,Blue,41,4,3,2
0,1.705754283211081,10848.5,1.6802507836990597,7.6577552711348655,0.5625000000000001,M,1,Doctorate,Married,120K +,Blue,50,6,1,2
0,1.0820343287753762,6437.5,0.8769592476489029,7.392647520721623,0.4943181818181818,M,3,Doctorate,Married,120K +,Blue,40,4,3,1
1,-0.9138695254188788,17258.0,1.9725705329153604,8.970304952991755,0.4147727272727273,M,2,Graduate,Married,120K +,Blue,36,6,3,3
0,-0.0406615892088921,1749.5,1.378526645768025,8.287025025165063,2.8579545454545454,M,2,Doctorate,Married,120K +,Blue,34,6,3,1
0,-0.0406615892088921,1552.0,0.6755485893416928,7.930565854233965,1.5795454545454548,M,4,Doctorate,Married,120K +,Blue,36,3,2,5
1,0.7078023561139535,5594.0,0.0,7.653969180478774,0.0,M,2,Doctorate,Married,120K +,Blue,34,3,2,3
0,0.3335703834525306,17258.0,1.031347962382445,8.259199362666282,0.2159090909090909,M,3,Graduate,Married,120K +,Blue,37,1,1,1
0,-0.1654055800960331,17258.0,0.6246081504702194,8.200562797008564,0.1306818181818181,M,5,Graduate,Married,120K +,Blue,26,6,3,2
0,-0.4148935618703149,10347.5,0.9796238244514106,8.274866820685254,0.3409090909090909,M,4,Graduate,Married,120K +,Blue,37,3,1,3
0,-0.290149570983174,17258.0,1.9725705329153604,8.349484346990128,0.4147727272727273,M,4,Graduate,Married,120K +,Blue,32,6,3,4
0,-0.4148935618703149,11453.0,0.8871473354231975,8.07215530818825,0.2784090909090909,M,3,Graduate,Married,120K +,Blue,36,3,2,2
0,1.4562663014367991,6199.0,0.0,8.349484346990128,0.0,M,3,Graduate,Married,120K +,Blue,52,4,5,3
0,-0.539637552757456,1551.5,1.3973354231974922,8.474703139795285,3.2670454545454546,M,4,Graduate,Married,120K +,Blue,24,3,2,3
0,-0.290149570983174,17258.0,1.053291536050157,8.475328987317539,0.2215909090909091,M,3,Graduate,Married,120K +,Blue,32,4,2,2
0,-0.9138695254188788,13274.0,1.433385579937304,8.146129510025405,0.3920454545454546,M,4,Graduate,Married,120K +,Blue,28,3,2,3
0,-0.6643815436445969,5894.5,1.1128526645768024,7.288244401020124,0.6818181818181819,M,3,Graduate,Married,120K +,Blue,31,3,3,2
0,-1.1633575071931606,3819.0,0.7421630094043887,7.756195343948118,0.7045454545454546,M,2,Graduate,Single,60K - 80K,Blue,36,4,2,2
0,-1.2881014980803016,3169.0,1.8644200626959249,7.44716835960004,2.1306818181818183,M,0,College,Married,80K - 120K,Blue,27,3,3,2
0,1.4562663014367991,927.0,1.1598746081504705,8.09925056179696,4.534090909090909,M,1,College,Single,80K - 120K,Blue,45,5,3,4
0,0.8325463470010944,913.0,0.6920062695924765,7.695757990554761,2.75,M,1,Graduate,Single,80K - 120K,Blue,45,6,3,2
0,-0.0406615892088921,9162.5,0.5666144200626959,7.324489979348532,0.2215909090909091,M,4,Graduate,Single,80K - 120K,Blue,35,4,3,3
0,0.3335703834525306,8217.5,0.0,7.450660796211539,0.0,M,4,Graduate,Single,80K - 120K,Blue,33,5,5,3
0,1.331522310549658,3271.5,1.7711598746081505,7.325807502595773,1.9602272727272727,M,1,High School,Married,80K - 120K,Blue,36,3,2,2
0,0.9572903378882354,4759.5,1.5172413793103448,7.819636302367592,1.153409090909091,M,2,High School,Married,80K - 120K,Blue,50,4,2,3
0,-0.0406615892088921,16474.5,0.932601880877743,9.608579434992608,0.2045454545454545,M,4,High School,Married,80K - 120K,Blue,36,2,2,1
0,-1.0386135163060195,12831.0,1.1873040752351096,7.302496423727326,0.3352272727272727,M,1,Graduate,Single,80K - 120K,Blue,19,6,3,2
0,0.8325463470010944,4532.5,1.213166144200627,8.301521654940728,0.9715909090909092,M,3,Graduate,Single,80K - 120K,Blue,46,5,2,3
0,0.3335703834525306,8882.0,1.1434169278996866,7.919356190660617,0.4659090909090909,M,1,Graduate,Single,80K - 120K,Blue,42,6,2,1
0,-0.1654055800960331,12243.5,1.9725705329153604,7.321188556739478,0.5852272727272727,M,3,Graduate,Single,80K - 120K,Blue,32,5,2,2
0,-0.290149570983174,2065.5,0.6152037617554859,6.80903930604298,1.0795454545454546,M,3,Graduate,Single,80K - 120K,Blue,33,6,3,3
0,-1.2881014980803016,1303.5,1.4733542319749215,7.623153068476902,4.096590909090909,M,3,High School,Married,80K - 120K,Blue,36,5,3,2
0,0.2088263925653897,5828.0,1.3142633228840126,7.273092595999522,0.8181818181818181,M,2,Graduate,Single,80K - 120K,Blue,36,6,3,3
0,-0.290149570983174,17258.0,1.0274294670846396,8.408493774492896,0.2159090909090909,M,2,Graduate,Single,80K - 120K,Blue,31,5,2,4
1,0.9572903378882354,3732.0,0.0,9.112837790614943,0.0,M,5,High School,Married,80K - 120K,Blue,48,2,1,3
0,0.9572903378882354,15333.0,0.8197492163009404,8.21851757748959,0.1931818181818182,M,4,Graduate,Single,80K - 120K,Blue,36,4,2,3
0,-1.2881014980803016,7991.0,1.3252351097178685,7.430707082545968,0.6022727272727273,M,2,High School,Married,80K - 120K,Blue,26,4,2,4
0,-0.290149570983174,1279.0,1.5799373040752351,8.240648863374913,4.477272727272728,M,2,Uneducated,Married,80K - 120K,Blue,34,6,3,3
0,1.2067783196625173,2960.0,1.2452978056426331,7.249925536717988,1.522727272727273,M,2,High School,Married,80K - 120K,Blue,45,3,2,3
0,-1.2881014980803016,5108.0,1.427899686520376,7.850882664809852,1.0113636363636365,M,4,Graduate,Single,80K - 120K,Blue,36,5,3,2
0,-1.2881014980803016,1880.5,1.3401253918495295,8.083328608786376,2.585227272727273,M,1,Graduate,Single,80K - 120K,Blue,27,3,2,4
0,1.331522310549658,6713.5,0.0,7.198183577101943,0.0,M,5,High School,Married,80K - 120K,Blue,50,4,2,3
0,-1.1633575071931606,7463.0,0.0,7.785305182539862,0.0,M,2,Graduate,Single,80K - 120K,Blue,36,4,1,4
0,0.4583143743396716,2126.0,0.0,7.37650812632622,0.0,M,0,High School,Married,80K - 120K,Blue,30,3,4,2
0,0.5830583652268125,12598.5,1.9725705329153604,8.007034012193408,0.5681818181818182,M,1,Uneducated,Married,80K - 120K,Blue,42,6,2,2
1,1.2067783196625173,719.15,0.0,7.660585461703256,0.0,M,2,Graduate,Single,80K - 120K,Blue,36,1,2,2
0,0.8325463470010944,2688.0,0.9224137931034484,7.517520850603031,1.244318181818182,M,4,Graduate,Single,80K - 120K,Blue,33,5,3,3
0,-0.1654055800960331,806.5,0.0,8.174421152646497,0.0,M,2,Graduate,Single,80K - 120K,Blue,39,6,3,3
1,-0.0406615892088921,909.0,0.0,7.744136627627991,0.0,M,4,Graduate,Single,80K - 120K,Blue,36,3,1,4
0,0.5830583652268125,12014.0,0.0,8.169336395928386,0.0,M,3,Uneducated,Married,80K - 120K,Blue,44,3,3,3
0,1.0820343287753762,1469.0,1.5634796238244515,7.20934025660291,3.857954545454546,M,1,High School,Married,80K - 120K,Blue,47,3,3,3
0,0.9572903378882354,809.0,0.5235109717868338,7.323170717943469,2.346590909090909,M,1,High School,Married,80K - 120K,Blue,42,5,3,2
0,0.5830583652268125,7219.0,1.9725705329153604,7.644919344958857,0.9886363636363636,M,4,High School,Married,80K - 120K,Blue,42,6,1,2
0,1.331522310549658,12529.0,1.3401253918495295,7.627057417018934,0.3863636363636364,M,1,High School,Married,80K - 120K,Blue,53,3,2,4
0,0.3335703834525306,9443.0,0.70141065830721,7.118826249062078,0.2670454545454546,M,1,Graduate,Single,80K - 120K,Blue,36,6,2,2
0,0.2088263925653897,6775.5,1.0141065830721003,7.23561914106675,0.5397727272727273,M,3,Graduate,Single,80K - 120K,Blue,35,6,1,0
1,-0.0406615892088921,16487.5,1.9725705329153604,6.391917113392602,0.4318181818181818,M,5,Graduate,Single,80K - 120K,Blue,33,6,3,3
0,0.0840824016782487,14452.0,1.488244514106583,7.195937226475569,0.375,M,2,Graduate,Married,80K - 120K,Blue,38,6,3,2
1,-1.4128454889674424,6795.0,1.1974921630094044,7.667158255319148,0.6363636363636365,M,3,Doctorate,Married,80K - 120K,Blue,30,5,3,4
0,0.5830583652268125,1709.0,0.0,7.54274354536855,0.0,M,3,Graduate,Married,80K - 120K,Blue,36,4,1,0
0,-0.9138695254188788,4979.5,1.1567398119122256,7.9229859587111955,0.8409090909090909,M,2,Graduate,Married,80K - 120K,Blue,27,4,2,2
0,1.331522310549658,5189.0,1.206896551724138,7.174724309836376,0.8409090909090909,M,1,Doctorate,Married,80K - 120K,Blue,52,3,2,3
0,0.3335703834525306,7022.0,0.0,8.494743062578646,0.0,M,3,Graduate,Married,80K - 120K,Blue,42,3,3,1
0,0.5830583652268125,5553.0,1.651253918495298,7.125283091510712,1.0795454545454546,M,3,Graduate,Married,80K - 120K,Blue,36,6,2,3
0,-0.9138695254188788,1663.5,0.0,7.417580402414544,0.0,M,1,High School,Married,80K - 120K,Blue,28,4,2,4
0,0.8325463470010944,3645.0,1.6857366771159874,7.179307969504034,1.6761363636363635,M,3,Graduate,Married,80K - 120K,Blue,36,5,1,4
1,-0.290149570983174,5454.0,0.0,8.49351506406166,0.0,M,3,High School,Married,80K - 120K,Blue,36,1,3,2
0,-0.9138695254188788,2570.0,1.9725705329153604,7.518607216815252,2.784090909090909,M,2,Graduate,Married,80K - 120K,Blue,22,5,4,2
0,0.7078023561139535,8651.0,1.0493730407523512,7.074116816197362,0.4375,M,3,Graduate,Married,80K - 120K,Blue,42,5,2,4
0,-0.9138695254188788,13285.0,1.500783699059561,7.658227526161352,0.409090909090909,M,2,High School,Married,80K - 120K,Blue,28,3,2,4
0,0.3335703834525306,981.5,1.188087774294671,8.330863613224745,4.386363636363637,M,4,Graduate,Single,80K - 120K,Blue,36,5,1,3
0,-0.7891255345317377,7157.5,0.5407523510971787,7.864419904994565,0.2727272727272727,M,4,Graduate,Single,80K - 120K,Blue,29,5,1,2
0,-0.290149570983174,2099.0,1.396551724137931,7.62608275807238,2.409090909090909,M,3,Graduate,Married,80K - 120K,Blue,38,3,1,4
0,1.2067783196625173,17258.0,1.1575235109717867,7.781138509845015,0.2443181818181818,M,1,College,Divorced,80K - 120K,Blue,36,3,3,3
0,-1.9118214525160064,10807.5,0.4467084639498432,9.708931458073833,0.1477272727272727,M,0,Graduate,Divorced,80K - 120K,Blue,19,1,1,2
0,1.331522310549658,1519.0,1.1050156739811912,7.474204806496124,2.6363636363636367,M,4,Graduate,Married,80K - 120K,Blue,49,4,2,4
0,-0.290149570983174,1919.5,1.79858934169279,7.147559271189454,3.397727272727273,M,4,Graduate,Single,80K - 120K,Blue,24,5,3,0
1,0.9572903378882354,4728.5,0.274294670846395,7.086737934510577,0.2102272727272727,M,3,High School,Married,80K - 120K,Blue,36,2,3,4
0,-1.1633575071931606,1336.0,0.9866771159874608,7.818832443803404,2.676136363636364,M,3,Uneducated,Married,80K - 120K,Blue,28,6,2,2
0,-0.6643815436445969,10842.0,1.3699059561128526,7.192182058713246,0.4602272727272727,M,1,Graduate,Single,80K - 120K,Blue,29,5,1,3
0,-0.1654055800960331,16213.0,0.4529780564263322,7.011213987350367,0.1022727272727272,M,3,Graduate,Single,80K - 120K,Blue,41,2,2,2
0,-0.0406615892088921,6745.0,1.2280564263322884,9.48486121415014,0.6590909090909092,M,4,Uneducated,Married,80K - 120K,Blue,33,1,2,1
0,0.2088263925653897,4369.5,0.0,8.360773272144936,0.0,M,3,Doctorate,Married,80K - 120K,Blue,41,3,3,4
0,-1.2881014980803016,8167.5,0.6990595611285266,7.913155185928068,0.3125,M,4,Graduate,Single,80K - 120K,Blue,24,6,1,2
0,0.2088263925653897,2644.0,0.6786833855799373,7.482681828154651,0.931818181818182,M,4,Graduate,Married,80K - 120K,Blue,36,5,3,0
0,0.3335703834525306,6087.0,1.066614420062696,9.59852367284982,0.6363636363636365,M,4,Graduate,Married,80K - 120K,Blue,44,2,3,3
0,-1.2881014980803016,7744.0,1.146551724137931,7.977968093128549,0.5340909090909092,M,1,Graduate,Married,80K - 120K,Blue,32,4,4,3
0,0.9572903378882354,7463.0,1.9725705329153604,7.362645270417825,0.9602272727272728,M,4,Graduate,Married,80K - 120K,Blue,34,2,3,2
0,-0.4148935618703149,5270.0,1.1669278996865204,7.590852123688581,0.8011363636363636,M,3,Graduate,Married,80K - 120K,Blue,34,3,4,4
0,-0.9138695254188788,9291.0,0.622257053291536,7.515344571180436,0.2443181818181818,M,3,Graduate,Married,80K - 120K,Blue,33,6,6,4
0,0.2088263925653897,3296.5,0.0,8.166216268592143,0.0,M,2,Graduate,Married,80K - 120K,Blue,37,4,3,3
0,-0.6643815436445969,1748.5,0.0,8.376781037699493,0.0,M,4,Graduate,Married,80K - 120K,Blue,35,4,2,3
0,1.331522310549658,1236.0,1.9255485893416928,7.238496840894365,5.647727272727273,M,3,Uneducated,Married,80K - 120K,Blue,38,5,3,3
0,-0.4148935618703149,8615.0,1.414576802507837,9.601097851212073,0.5965909090909091,M,5,Post-Graduate,Single,60K - 80K,Blue,31,3,3,1
0,0.4583143743396716,5381.0,0.5509404388714734,8.413830678421084,0.3693181818181819,M,3,Graduate,Single,60K - 80K,Blue,38,4,1,1
0,1.0820343287753762,2641.0,0.896551724137931,9.511407464038086,1.2329545454545454,M,3,High School,Married,60K - 80K,Blue,50,2,1,2
0,-1.9118214525160064,4336.5,0.0,7.806696372521179,0.0,M,0,Graduate,Divorced,60K - 80K,Blue,25,6,1,2
0,0.7078023561139535,1320.5,1.2413793103448276,8.361474616416817,3.409090909090909,M,4,Uneducated,Married,60K - 80K,Blue,39,5,1,3
0,1.955242264985363,1398.0,0.0,8.480529207044645,0.0,M,1,Graduate,Single,60K - 80K,Blue,36,3,1,2
0,-1.0386135163060195,4651.5,1.2531347962382444,7.72356247227797,0.9772727272727272,M,1,Uneducated,Married,60K - 80K,Blue,25,6,2,3
0,0.3335703834525306,3069.5,1.2421630094043887,8.97537724385663,1.465909090909091,M,4,Uneducated,Married,60K - 80K,Blue,36,1,2,2
0,1.58101029232394,1871.0,0.920846394984326,7.316548177182976,1.7840909090909092,M,1,Uneducated,Married,60K - 80K,Blue,36,4,3,3
0,-0.539637552757456,1655.5,0.6590909090909091,8.424858580213442,1.4431818181818183,M,4,College,Single,60K - 80K,Blue,23,2,3,1
0,-0.4148935618703149,6690.5,1.4459247648902822,9.584108393341092,0.7840909090909092,M,2,High School,Married,60K - 80K,Blue,31,2,3,1
0,0.2088263925653897,719.15,0.0,8.413830678421084,0.0,M,4,Graduate,Divorced,60K - 80K,Blue,31,4,1,1
0,-1.2881014980803016,2054.0,1.3001567398119125,7.729735331385051,2.295454545454546,M,3,High School,Married,60K - 80K,Blue,36,6,3,3
0,-0.4148935618703149,8018.5,0.0,8.022240916806537,0.0,M,3,Post-Graduate,Single,60K - 80K,Blue,33,4,3,2
0,-1.4128454889674424,3195.5,1.8158307210031348,7.729295674310482,2.0625,M,1,High School,Married,60K - 80K,Blue,21,5,2,2
0,1.0820343287753762,2499.0,1.274294670846395,8.37309184744198,1.8465909090909087,M,4,Post-Graduate,Single,60K - 80K,Blue,36,3,2,1
1,0.4583143743396716,1158.5,0.0,7.7025561132685825,0.0,M,1,Post-Graduate,Single,60K - 80K,Blue,36,4,3,2
0,-1.0386135163060195,2798.5,0.8761755485893417,8.433594167539924,1.1363636363636365,M,5,College,Single,60K - 80K,Blue,25,4,3,0
1,-0.6643815436445969,2522.5,1.6300940438871474,7.621684998724611,2.340909090909091,M,4,Graduate,Single,60K - 80K,Blue,34,5,2,4
0,-0.0406615892088921,6884.0,0.5979623824451411,7.237059026124737,0.3125,M,2,High School,Married,60K - 80K,Blue,35,6,3,3
0,0.2088263925653897,2214.5,0.6920062695924765,8.386172928977834,1.1306818181818183,M,1,Uneducated,Married,60K - 80K,Blue,42,6,1,1
0,-0.1654055800960331,6681.0,0.0,8.332067707289548,0.0,M,2,Graduate,Single,60K - 80K,Blue,34,5,1,1
0,0.2088263925653897,7475.5,1.1073667711598747,8.268475388982598,0.5397727272727273,M,2,Graduate,Single,60K - 80K,Blue,40,4,5,4
0,-0.0406615892088921,2348.0,0.0,8.482187582217422,0.0,M,3,High School,Married,60K - 80K,Blue,36,4,3,1
1,-2.161309434290288,4011.0,0.0,8.641179171197228,0.0,M,0,Post-Graduate,Divorced,60K - 80K,Blue,15,2,1,3
0,1.955242264985363,10902.5,1.3926332288401253,8.454040376410969,0.4602272727272727,M,1,Graduate,Single,60K - 80K,Blue,49,3,3,2
0,0.4583143743396716,6149.5,1.3040752351097178,9.619797501353885,0.7670454545454546,M,2,College,Married,60K - 80K,Blue,36,2,2,1
0,0.7078023561139535,4568.5,1.3550156739811912,8.439447842791385,1.0738636363636365,M,3,Graduate,Single,60K - 80K,Blue,36,4,2,2
0,-0.1654055800960331,7813.0,0.8996865203761756,8.12740456269308,0.4147727272727273,M,5,High School,Married,60K - 80K,Blue,37,3,1,3
0,-0.0406615892088921,4990.5,0.6324451410658307,7.283448228756631,0.4602272727272727,M,3,College,Married,60K - 80K,Blue,36,5,2,2
0,-0.9138695254188788,1628.5,1.9725705329153604,7.335633981927201,4.392045454545455,M,2,Uneducated,Married,60K - 80K,Blue,28,6,3,5
1,-0.0406615892088921,840.5,0.0,7.577121930876679,0.0,M,4,College,Married,60K - 80K,Blue,36,4,2,1
1,-0.0406615892088921,1222.5,0.664576802507837,7.703459047867175,1.9715909090909087,M,1,Graduate,Single,60K - 80K,Blue,37,2,3,4
0,0.8325463470010944,795.0,0.0,8.34972083747249,0.0,M,0,High School,Married,60K - 80K,Blue,46,4,4,2
1,0.3335703834525306,7447.5,0.0,8.546169299652755,0.0,M,3,Post-Graduate,Single,60K - 80K,Blue,42,2,4,2
0,0.8325463470010944,4202.0,1.1739811912225706,8.478660241699453,1.0113636363636365,M,3,Graduate,Single,60K - 80K,Blue,43,5,3,3
0,0.2088263925653897,2913.0,1.1614420062695925,8.327242607457793,1.4431818181818183,M,5,Post-Graduate,Single,60K - 80K,Blue,30,6,3,2
0,-1.4128454889674424,1511.5,1.1246081504702194,7.560080465021827,2.698863636363636,M,2,High School,Married,80K - 120K,Blue,22,3,1,4
0,0.8325463470010944,8860.5,0.4670846394984326,9.575608290332934,0.1931818181818182,M,0,Graduate,Single,60K - 80K,Blue,35,3,1,3
1,1.8304982740982216,5929.5,1.2884012539184952,9.097171673870545,0.7897727272727274,M,0,Graduate,Single,60K - 80K,Blue,54,2,1,4
0,1.2067783196625173,9388.0,0.0,8.403800504061147,0.0,M,2,Graduate,Single,60K - 80K,Blue,36,3,2,2
0,-0.7891255345317377,2358.0,0.0,6.704414354964107,0.0,M,3,Uneducated,Married,60K - 80K,Blue,21,5,1,0
0,0.2088263925653897,1653.5,1.750783699059561,8.295548516225763,3.8409090909090913,M,4,College,Single,60K - 80K,Blue,30,4,2,2
0,-0.290149570983174,8369.5,0.963166144200627,8.297543529356284,0.4147727272727273,M,1,Graduate,Single,60K - 80K,Blue,37,3,1,4
1,-0.1654055800960331,6581.0,0.0,7.261225091971921,0.0,M,3,Graduate,Single,60K - 80K,Blue,32,2,3,2
0,0.7078023561139535,1661.5,1.8103448275862069,7.377133712833954,3.948863636363636,M,3,Graduate,Single,60K - 80K,Blue,44,4,2,4
0,0.3335703834525306,1250.5,0.0,8.484049972822984,0.0,M,3,College,Married,60K - 80K,Blue,39,5,3,3
1,-0.4148935618703149,5286.5,0.0,7.71289096149013,0.0,M,4,Graduate,Single,60K - 80K,Blue,34,5,3,3
1,-0.0406615892088921,6672.0,1.494514106583072,9.051813463747946,0.8125,M,3,College,Married,60K - 80K,Blue,39,3,3,2
0,-0.6643815436445969,3646.5,0.7782131661442007,8.482187582217422,0.7727272727272728,M,2,Graduate,Single,60K - 80K,Blue,28,2,1,1
0,1.331522310549658,5175.0,0.0,8.130353547431238,0.0,M,3,College,Single,60K - 80K,Blue,36,6,3,2
0,-0.290149570983174,4322.5,1.1394984326018809,7.268920128193722,0.9545454545454548,M,5,Uneducated,Married,60K - 80K,Blue,36,3,3,2
0,1.2067783196625173,3414.0,1.456896551724138,9.596486735697948,1.5454545454545456,M,0,Graduate,Single,60K - 80K,Blue,44,1,3,2
1,-0.1654055800960331,1920.5,0.0,7.94873845481361,0.0,M,2,College,Single,60K - 80K,Blue,29,3,2,4
0,-0.0406615892088921,5038.5,0.0,7.658227526161352,0.0,M,2,Post-Graduate,Single,60K - 80K,Blue,41,3,3,2
0,0.8325463470010944,1548.0,0.0,8.457230850243555,0.0,M,4,College,Single,60K - 80K,Blue,42,3,3,3
0,-0.539637552757456,4041.5,0.0,8.279443487712665,0.0,M,2,College,Single,60K - 80K,Blue,36,5,3,2
0,-0.6643815436445969,2920.5,1.93025078369906,8.247220052745229,2.397727272727273,M,3,College,Single,60K - 80K,Blue,28,6,3,0
1,-0.0406615892088921,4383.0,0.0,7.724446645633537,0.0,M,1,Post-Graduate,Single,60K - 80K,Blue,32,5,2,3
0,0.4583143743396716,1148.0,1.0744514106583072,8.609407675404048,3.3920454545454546,M,2,Post-Graduate,Single,60K - 80K,Blue,36,1,3,2
0,-1.1633575071931606,3674.5,0.7789968652037618,9.544667452251009,0.7670454545454546,M,2,Graduate,Single,60K - 80K,Blue,28,2,6,1
0,-1.1633575071931606,7877.5,1.1050156739811912,7.630946580890459,0.5056818181818182,M,1,College,Single,60K - 80K,Blue,26,6,3,2
0,1.0820343287753762,4867.0,0.0,7.297091005160418,0.0,M,0,High School,Divorced,60K - 80K,Blue,46,6,1,2
0,0.0840824016782487,3678.5,0.8377742946708464,8.279697133877628,0.8238636363636364,M,5,High School,Married,60K - 80K,Blue,38,4,1,2
0,-0.6643815436445969,8695.5,0.8181818181818182,7.129297548929373,0.3409090909090909,M,3,Uneducated,Married,60K - 80K,Blue,36,5,3,2
1,-0.1654055800960331,1719.5,0.0,7.886457270977689,0.0,M,5,College,Married,60K - 80K,Blue,39,2,3,3
0,-0.0406615892088921,3136.0,1.1238244514106583,8.414938957377482,1.3011363636363638,M,2,Graduate,Single,60K - 80K,Blue,34,1,3,2
0,0.3335703834525306,2768.0,0.5924764890282131,8.273336598504486,0.778409090909091,M,2,High School,Married,60K - 80K,Blue,38,5,2,1
0,0.7078023561139535,1400.5,1.933385579937304,8.502282578680484,5.005681818181818,M,3,Graduate,Single,60K - 80K,Blue,36,5,2,2
0,0.7078023561139535,719.15,0.0,8.234564993267135,0.0,M,3,College,Married,60K - 80K,Blue,48,5,1,2
0,-0.6643815436445969,3031.0,0.5963949843260188,8.262816937670928,0.7159090909090909,M,2,High School,Married,60K - 80K,Blue,36,4,3,2
0,-1.2881014980803016,2748.5,1.188871473354232,7.591357046698551,1.5681818181818183,M,3,High School,Married,60K - 80K,Blue,36,5,2,4
0,1.2067783196625173,7275.5,1.9725705329153604,7.224753405767971,0.9829545454545454,M,3,High School,Married,60K - 80K,Blue,37,3,3,3
1,0.7078023561139535,1730.0,0.0,7.764296006450518,0.0,M,2,Graduate,Single,60K - 80K,Blue,45,2,3,3
1,1.0820343287753762,2089.0,0.0,8.97638862194537,0.0,M,3,Graduate,Single,60K - 80K,Blue,46,2,4,2
0,0.3335703834525306,4632.0,0.4929467084639498,8.320448113956559,0.3863636363636364,M,3,High School,Married,60K - 80K,Blue,39,4,1,4
0,0.9572903378882354,719.15,0.8879310344827587,7.567862605463882,4.477272727272728,M,3,High School,Married,80K - 120K,Blue,36,6,1,2
1,1.0820343287753762,13780.0,0.7053291536050157,6.470799503782602,0.1875,M,4,High School,Married,80K - 120K,Blue,41,2,2,2
0,0.9572903378882354,4104.0,0.9843260188087776,8.481358738407021,0.8693181818181819,M,4,Graduate,Single,80K - 120K,Blue,43,3,4,3
0,-0.290149570983174,8982.5,1.2884012539184952,7.477038472319696,0.5227272727272727,M,3,Post-Graduate,Divorced,80K - 120K,Blue,36,6,2,2
0,1.4562663014367991,1497.0,1.8424764890282133,7.339537695407674,4.460227272727273,M,0,High School,Married,80K - 120K,Blue,36,6,3,2
0,-0.6643815436445969,5903.0,1.4192789968652038,7.289610521451167,0.8693181818181819,M,3,Graduate,Single,80K - 120K,Blue,26,4,3,2
0,-0.0406615892088921,9919.0,1.0109717868338557,8.289539484624141,0.3693181818181819,M,3,Graduate,Married,80K - 120K,Blue,36,6,3,1
0,1.331522310549658,9635.0,1.3025078369905956,7.355641102974253,0.4886363636363636,M,4,Graduate,Married,80K - 120K,Blue,46,3,2,3
0,-1.1633575071931606,3652.0,0.0,7.907283609426348,0.0,M,2,High School,Married,80K - 120K,Blue,31,3,2,4
0,-0.9138695254188788,8719.0,0.0,7.528331766707247,0.0,M,2,Graduate,Married,80K - 120K,Blue,34,6,3,2
0,0.0840824016782487,4841.5,0.8746081504702194,9.6567554664133,0.6534090909090909,M,3,Graduate,Married,80K - 120K,Blue,36,3,2,3
0,0.8325463470010944,1232.0,1.658307210031348,7.654443226470112,4.880681818181818,M,3,Graduate,Married,80K - 120K,Blue,43,5,3,0
0,0.4583143743396716,16975.5,0.0,7.356918242356021,0.0,M,1,Graduate,Married,80K - 120K,Blue,45,5,2,2
0,0.4583143743396716,4885.5,1.3918495297805642,7.9294865233142895,1.0340909090909092,M,1,Graduate,Married,80K - 120K,Blue,30,6,2,3
